"songkey","songid","artistname","duration","key","keyconfidence","loudness","songhotness","tempo","title","year"
da77bffbf5eb877e3acb22592cf47e6b,SOLFNJP12A58A78574,Big Star,133.45914,2,0.485,-6.097,0.6994743254368799,144.717,Till The End Of The Day (Alternate Mix),2009
"76527b7a747de376d45d6e005893b246",SOPLIYZ12A6D4FBB08,Silverstein,242.83383,9,0.513,-6.818,0.594923657153153,202.068,MY CONSOLATION (LP Version),2006
"239b8e626a856ef81128230a37a3e2a3",SOGPXXQ12AB0180CC6,Delbert McClinton,251.29751,7,0.537,-9.69,0.0,126.776,He Will Break Your Heart,0
"878b680f6b3b17a8fee3dee2f099ff2c",SOXESGI12A8C13F85C,Fenton Robinson,263.73179,10,0.524,-12.346,0.6420910376375009,114.255,Somebody Loan Me A Dime,1990
"63f9662af5bb431093f754a23e2a14eb",SOHJXOB12AB018627B,Rickie Lee Jones,287.16363,7,1.0,-15.502,0.2669551862755385,90.373,It Must Be Love (Live Acoustic Version),0
"7db7fa7bb53594ff06296a618bf6ae05",SOUVFBG12A58A7B0DC,Michèle Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti,225.30567,10,0.843,-36.577,-1.0,39.187,Mefistofele/La luna immobile,0
e958cab7cafe979ba4d1cba2bc3478ac,SOAXYAX12A6D4FE44D,Atreyu,74.34404,10,0.268,-20.639,0.6638119036078568,90.625,Blood Children (an Introduction) (Album Version),2004
"0e4144b52168afd7e61c0ad2e5063ff4",SOVPIUN12A6D4F8F1E,Faces,279.84934,9,0.565,-8.026,0.2557651010203473,182.085,Stay With Me,1971
e8d33ff6eac327ac04440763520064dc,SONPVFL12A81C22ADA,Bobby Darin,203.57179,1,0.621,-23.112,0.0,66.232,Drown In My Own Tears (LP Version),0
"1c562a69e1071bdffc85090a31816952",SOGXADW12AB0183042,The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz,239.33342,1,0.866,-6.947,-1.0,179.912,No Mercy Remix (Cade Money Remix),2007
"7e1b90568291cf16f121ac884c1fa529",SOVTSXV12AB0181298,Nikki Fletcher / Tim Hughes / Various Artists,219.16689,10,0.716,-6.493,0.26586104921065,163.987,Catch Me,0
b3766b76ad04c7aaff9c32d63f2b8210,SORTOLS12AB01816C5,Busta Rhymes,209.60608,7,0.522,-8.975,0.4471357962861778,90.032,We Put It Down For Y'all (Explicit LP Version),2000
b685ce4a0e73c62f2f1a8fd60eeccde0,SOHMODT12A8C13735C,Roy Buchanan,329.66485,9,0.952,-8.88,-1.0,119.089,Hey Joe,1974
beeec5cc058ecdb4e996b92f54c215dd,SODPLCX12A8C13A2F8,Jimmy Witherspoon,197.51138,1,0.556,-9.825,-1.0,92.643,Rain Keeps Falling Down,0
e6b6cb34577f0f64a080e69643bd9a06,SOPYDMS12A8C13676F,Jim Kweskin with Samoa Wilson,325.35465,9,0.915,-12.375,-1.0,74.045,Brother Can You Spare A Dime (Album Version),0
f273a2fc8bab0970ae49f3b126f9d5b7,SOKHMJO12AB01832DA,Nick Cave & The Bad Seeds,246.46485,4,0.505,-11.936,-1.0,103.145,Wings Off Flies (2009 Digital Remaster),0
"39ea05a25675c28049ade09ac6d0a110",SOIXCUV12AB017F48C,Home Town Hero,206.88934,8,0.807,-3.798,0.2538347361322313,161.991,Twelve Ounce (Album Version),2002
"1f25dfca8533e4e3a5e26f25a1e2a3d1",SOYSLBQ12A8C143F44,MC5,351.60771,8,0.416,-18.044,-1.0,125.848,It's A Man's World (Live_ Saginaw Civic Centre_ 1 January 1970),0
b2a5087603d3135885bd447d15c16961,SOEKQOA12A6D4FAEA3,Crazy Horse,212.92363,0,0.206,-9.698,0.5692756506754788,95.415,Dirty_ Dirty  (Album Version),0
d8ae670561f337d88a1ba7357698beba,SOMWBPP12A6D4F7B23,Korn,200.80281,7,0.464,-3.533,-1.0,150.017,Coming Undone (Sleazy Days Rock Electro Remix) (Acid Planet Remix -- France),0
"97dee88790932db8f8026971e68549ff",SOPFIWM12AB0186A0D,Don Gibson,151.09179,9,0.624,-15.854,-1.0,81.832,(Prayer Is The Key To Heaven) Faith Unlocks The Door,1959
c20f00306a66873fb84d26f4982fb3fc,SOULPEW12A8C13E4F7,Madonna,277.99465,10,0.334,-3.629,-1.0,127.999,"4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit]",2008
"59b69462100267bae239d4a147f9e539",SOAOJKH12A6D4FBDC4,Lonnie Johnson,164.12689,0,0.678,-17.876,-1.0,96.859,You Don't See Into The Blues Like Me,0
efa71ca35b180e9fb3bbf7858ca645bd,SOJBELS12A6D4FCE9A,Beneath The Sky,275.9571,8,0.277,-3.996,0.5844176457371003,84.159,No Such Thing As Control (Album Version),2007
de9ac2a4c2abd36e0bc854656a4fb87a,SOQZWXR12AB017FDE3,Marcus Miller,280.13669,0,1.0,-13.078,0.5033812362063191,125.147,Let Me Show You [I Just Want To Make You Smile],1983
"3a8f09fd09a7e098d22eaa5d7bb9c4d9",SOMRFYS12A8C13CCA4,Neil Innes,190.74567,7,1.0,-10.881,-1.0,141.116,Lie Down And Be Counted (2007 Digital Remaster),0
"904c5c961e2ddfe7d6d0a4722fd749fd",SOGMGUW12A8C143F44,Bobby Vee,227.05587,7,0.534,-14.489,0.2574160464772813,117.454,What To Do Crying Waiting Hoping Learning The Game,0
ece3dfb0c8c46fecd9596e9fdaefa7c4,SOBAMRQ12A8C141DF3,Z.Z. Hill,333.322,10,0.385,-8.301,0.233762705776523,73.545,Faithful and True (Collectors Version),1971
"76cee52b245ceb9e3a00e81b16ae0239",SOEHEYS12AB0181F19,Diesel Boy,152.65914,2,0.508,-3.478,0.2998774882739778,181.748,Pocket Full Of Stars,2001
aca598a94170197363980d0d91d253e6,SOJRJDG12AF72A7B93,George Michael,281.33832,10,0.965,-8.183,-1.0,127.844,Praying For Time,1990
"48a30e28700e48139e3af96d68e45bc1",SOAFUPM12A6D4FD26F,Patton Oswalt,121.96526,8,0.345,-13.322,0.5096409655518045,75.669,A Brief History of Shitty Comedy,2004
"515bcb6eb2bb402b2f99fbd9c96059db",SOLVYRN12AF72A9C09,Andrew W.K.,127.4771,2,0.81,-2.445,0.6045544849203479,161.874,Can You Dance With Me?,2006
"91e063982143558910a2d2e99d8b6fee",SOTYSQF12A8C13E0AA,Nickelback,119.7971,11,0.354,-5.535,0.6276086027807122,161.909,We Will Rock You,2005
"879c01e34c347328c516cc18807b69f4",SOQRTCV12A67020430,Geddy Lee,271.46404,0,0.31,-5.956,0.6614452229025348,119.953,Runaway Train (LP Version),2000
"226aae5f7f3e54bdfafecaf15e3d7eff",SOWTOPX12AF72A7A17,Jim Jones / Max B,256.39138,1,0.959,-6.888,-1.0,106.756,Bright Lights_ Big City,0
"63999657a1b67ff38b93471428619d3d",SOJHUPK12A6D4F69DC,Michelle Tumes,189.20444,0,0.646,-9.113,-1.0,107.932,Christe Eleison (Christ Have Mercy) (Center Of My Universe Album Version),0
"1b2213c5961316b93d1fb18696ed6557",SOEAYQZ12AB0186BB1,JERRY WALLACE,180.50567,9,0.392,-14.794,0.2538347361322313,219.298,You'll Never Know,0
b7afea714cc15f74ca4187f2b99505ad,SOVSKKV12AB018AB65,Set Your Goals,52.55791,8,0.556,-3.564,0.5216592580484611,203.211,We Do It For the Money_ OBVIOUSLY! (Demo),0
ae8bd2cb550ae1bc597f78280b2812f8,SOQLNEY12B0B8062FA,Arctic Monkeys,141.13914,1,0.043,-4.526,-1.0,144.955,Dancing Shoes,2004
d737b8063cf3ea22df12811c68787800,SOPBCHO12A8AE4808C,Commander Cody And His Lost Planet Airmen,185.44281,4,0.449,-8.353,-1.0,123.713,Hawaii Blues (Album Version),0
"01fd1525faa2881d7e7220815b7b3abc",SOBMUYO12AB0183BAC,Jacques Higelin,163.05587,9,0.39,-10.829,-1.0,120.203,Quand j'improvise sur mon piano,1973
"4c0b6410f3f4c44deefa5325703c3b16",SOZJQGK12A6D4FD5BE,April Wine,214.43873,4,0.705,-12.551,0.513189736125819,138.572,Caught In The Crossfire,1981
"2c2dbc40ccd335983f0f09d4dbe8f5c2",SOEZJIE12A8C1318B7,Zumpano,228.46649,1,0.383,-8.394,0.4169344636970702,159.784,Wraparound Shades (Album),1995
"499538263f9eff8cfb8d4e32bfb76587",SOWEIWR12A8C138056,Al Denson,297.58649,11,0.0,-9.104,0.2444794030833811,135.968,The Arms That Won't Let Go (The Pillow Song)/Great Is Thy Faithfulness,0
"965b9dff4b23ef57b529aae1f0835747",SOKELFE12A6D4F7911,ARRESTED DEVELOPMENT,273.84118,11,0.068,-16.963,0.239629097773637,87.581,Raining Revolution (Live) (Unplugged),1993
"6e6a8c653b19954be8f2011fea4d779a",SOBACYS12A8C13D6A4,Del The Funky Homosapien,316.60363,6,0.788,-8.039,0.6362872244273321,83.646,Why You Wanna Get Funky...,1998
"1142c5bd8275c6f0b5080aef31311497",SOJTITX12AB0183525,Robert Lockwood_ Jr.,274.70322,2,0.591,-13.456,0.2538347361322313,90.64,Feel Like Blowing My Horn,1998
"563b643c549ec565f9445abcbb6c0a80",SOOMZXC12A6D4FA2AD,Tex Williams,174.73261,9,0.606,-11.992,-1.0,84.851,Smoke! Smoke! Smoke! (That Cigarette),1947
b48a91a04b125c42dd72efe928df4eb6,SOQIMOE12A58A7A85E,Percy Faith,166.05995,0,0.564,-21.141,0.0,158.009,Under The Bridges Of Paris,0
"83f034593349ee0fb87cca9049f2c2dc",SOMUGVG12AB0188002,Unwritten Law,174.10567,3,0.064,-7.742,0.2707759989463275,111.943,Up All Night (Acoustic Live Album Version),2003
ee0959d636ebde3f270404212921fca1,SOVTZTF12A8C130A1A,Alexander O'Neal,268.2771,0,0.387,-6.59,0.4845625299679296,160.033,Secret Lovers (Featuring Mica Paris),2008
a78093fb276efdc459aae7c07f1ceb9e,SOXVFFI12AF72A1065,Dax Riggs,157.36118,8,0.566,-6.34,-1.0,75.452,Didn't Know Yet What I'd Know When I Was Bleedin',2007
"63104f679e29dc8a17b72f6869176214",SOXMWPM12AB0185A0A,YGGDRASIL,328.69832,7,0.878,-7.317,0.4191258929591558,104.186,Nordmark,0
"0f4e720aaedfa7785a67a035e0779692",SOEGCGK12A6D4FB978,Eddy Raven,164.64934,9,0.773,-14.264,0.0,118.704,I Could Use Another You (Digital Re-Recording),0
"1ffcf7911de90599ff16c4ac98c757c1",SOVZDMI12AB0188DA6,Maria Muldaur,180.87138,11,0.382,-5.959,0.6362872244273321,137.549,It Ain't The Meat It's The Motion,1974
d9e1ae60f741ab72ea34626939d62760,SOEDPQL12AF72AB07B,Pink Floyd,188.1073,9,0.378,-9.992,0.7934711882688334,117.634,The Gold It's In The ... (1996 Digital Remaster),1972
d7b5934e9d22ac97fd5a926e2291c11a,SOMRJYH12A8C13165E,Agency 1.9.9.4,168.12363,1,0.529,-8.806,0.0,135.095,Everyday Struggle (Bonus),0
fa3e0b513ed10859190a0dbee32cf373,SOKFBEQ12AC960A01C,Russ Morgan,197.38077,3,0.0,-14.728,-1.0,100.341,The Object Of My Affection,0
ac29e5c5d5d8f5b8ba65cc53d0117634,SOAFEJH12A6D4F971F,Roni Size,397.08689,6,0.295,-5.456,0.2150803185092279,87.351,Forget Me Knots (Bailey Remix),0
"17ac0127f44bbbd355123b792acd414a",SOYMDLM12A6D4FB10B,Sir Neville Marriner,296.80281,7,0.651,-21.254,0.5889221675559065,61.634,Two Elegiac Melodies Op. 34: 2. The Last Spring,0
"83102e84e978ed535653f4f8c946ff0d",SOTTDKS12AB018D69B,David Martin,241.47546,0,0.996,-14.835,0.0,98.718,It Wont Be Christmas,0
bfde28be78775f46e4f67584b88a3e72,SOCYAKZ12AB018708F,Jeanie Lambe & The Danny Moss Quartet,152.0322,8,0.115,-10.274,-1.0,168.558,Saturday Night Is The Loneliest Night In The Week,0
"3194d374f4830fa97aac63a419a2c67c",SOBDARW12AB018BB05,Marcus Miller,409.05098,0,0.517,-9.469,-1.0,152.194,Your Amazing Grace (feat. Raul Midón),0
dc67c2473448059b3830bd5039c1314a,SOBUIHY12A6D4F5D1B,Simple Minds,308.94975,7,0.583,-14.178,0.4740548309312007,139.402,Careful In Career,1981
"6d756955bce675cfa0bf2494349acdb9",SOFFRFP12A6D4FA748,Alain Souchon,217.02485,11,0.411,-13.578,0.212045405483719,89.168,J'veux Du Cuir (Live),0
"02545473a12e2017115a24f8992d571e",SOGMWOY12AB017FA59,Arsonists Get All The Girls,240.92689,1,0.506,-3.424,0.7314733570496581,129.824,Violence in Fluid Triceratops,2009
"5b058c2d59407846bea69d0cf56c6868",SOFGBOY12AB018549F,Lizzy Borden,371.19955,5,0.07,-9.657,0.3759843015004421,107.886,(Wake Up) Time to Die,1985
"4131e24ecd2226d8076fee42cd68fd8b",SONFCKJ12AB0185138,Onesidezero,228.80608,11,0.568,-6.036,0.2063969157639652,86.844,Awake (Album Version),2001
"1037001627162698bb53932666b1c3b9",SOWDZZQ12A670215BD,Van Halen,248.18893,9,0.373,-3.798,0.6844825731512485,117.954,Can't Stop Lovin' You (Remastered Album Version),0
"9eb1f33480c2355b471dfbce9bfe90c1",SOFTSMC12AB017C6BD,The Cate Brothers,223.97342,0,0.283,-16.086,0.2450974142337955,147.093,Let It Be,0
"084ce27aa09fc8fcb739cf519bf8b414",SOWSEKT12AB0187166,Forensics,415.45098,4,0.485,-24.25,0.2150803185092279,137.883,I Need To Talk To Hank Hank,0
"1bc5b7874bb20b646950f9120749e77a",SORIXFW12A58A77E7A,Basement Jaxx,218.14812,11,0.136,-4.984,0.6454425456753486,126.805,Jump N Shout Featuring Slarta John (Radio Edit),1999
"916dad4575d42abac2613503f4b27ee3",SOPXSEX12A670204A0,Phil Collins,260.96281,8,0.619,-6.68,0.5183103193207527,129.729,That's What You Said  (LP Version),1996
"5f12c84da6419748fe6efa96e1f6c391",SONFKHD12A6D4F8ED6,Dionne Warwick,243.85261,2,0.007,-12.772,-1.0,130.637,Don't Let My Teardrops Bother You (Album Version),0
fa8871f5b0970093e667793f6a095ac7,SOTEWEI12AB017FC0C,Kathy Troccoli,195.02975,10,1.0,-15.993,0.3759843015004421,105.675,How Deep The Father's Love For Us,0
"10ca71b71f984531c479edbf073538d4",SOCGXWX12A6D4F98AA,Pat Metheny / Charlie Haden,373.41995,7,0.48,-23.149,0.414822707803878,200.199,Message To A Friend,0
"81f015dc5926ee6304cc39b6fdf87d8a",SOFFLXW12A58A7E3B4,Lou Busch,147.30404,0,0.405,-11.776,0.4081108835105221,138.079,The Wild Ones (1996 Digital Remaster),0
d8b431cdc21e2ab19d8376d4d21f1015,SOUJLXS12A3F1ECF59,Taking Back Sunday,168.25424,11,0.381,-3.566,0.6378288661822131,131.018,Catholic Knees (Album Version),2009
"8a92b69c2687b3b7d28e9011a39a6c5e",SOBMXRG12A6D4F9517,Bryan Ferry,247.11791,3,0.58,-6.895,0.4871121948634627,119.897,Don't Want To Know (1999 Digital Remaster),1994
"8ebb937943f20b4dcfa5fb84e2b48856",SOKHRQI12A8C13F53E,Cam'Ron / Juelz Santana / Jimmy Jones,301.50485,6,0.659,-5.104,0.4994458348006321,163.57,Come Home With Me,2002
"820530dad2a7f3cf7019ed707a6383c0",SOTOVKU12AB018AC33,Aphasia,207.5424,5,0.255,-1.651,-1.0,68.544,"sample processing failed (part one: \why don't you fuckin' remember anything ?\"")""",2001
"31be27518d86445ad5bd22a5e7064a9b",SOGQRTH12A6D4F41A0,Jay & The Americans,137.19465,5,0.786,-11.737,0.6282967960600924,119.441,Some Enchanted Evening,1988
adc3adea596c56653ddd7dbfc7a9e3d0,SOSMONK12A8C139059,ARRESTED DEVELOPMENT,270.36689,1,0.882,-7.248,0.212045405483719,116.032,Natural (2002 Digital Remaster),2002
"2075dbc75a93df270a2790b30bfd1869",SOVUWVD12AB0185694,The Impressions,124.96934,6,0.382,-12.576,0.2150803185092279,133.211,At The County Fair - Original,0
"49e9f66c87a54a0eb588c70363c49d62",SOGMQYW12AB018C302,Johnny Winter,135.99302,7,0.672,-15.086,-1.0,111.716,Shed So Many Tears,1984
"0fcf753e00c1324ddca56cea94c3ef58",SOKLOWV12A6D4F74BC,M.A. Numminen,168.51546,7,0.527,-4.792,0.520676485134861,134.972,KOOKOSP}HKIN} - I'VE GOT A LOVELY BUNCH OF COCONUTS-,1998
d36eed7d9cb4f78b06eb090afb836de1,SOXNVDF12A8C1343BA,David Robertson,285.04771,7,0.726,-11.584,0.2431052091175654,127.686,Love Is An Uphill Climb  (),0
"0049732387b721f7462a4e8eca11e968",SOOXNKG12A58A7C6BC,Cindy Morgan,287.05914,0,0.703,-13.316,0.2531541552992356,92.411,Someone Believes In You - Album Version,0
bacaf572889a4b4d1d6fe485c1ae7887,SOACFRH12A8C13E183,Busta Rhymes feat. Linkin Park,238.21016,1,0.018,-6.892,0.3829350900750192,92.344,We Made It [Instrumental],0
"872f44c3161aa4bb581ba0f5e1e6d59d",SOGUGOR12A8C1316DF,Nightfall,190.87628,7,0.37,-4.67,0.340922755864378,105.061,So(u)l Invictus,2004
f8ddc2c419d06aa36bdbe30a2dda556d,SOSAQJU12AC90755D2,The Ronettes,177.81506,7,0.797,-9.54,0.6297683649960267,114.047,Born To Be Together,1991
b3b15156ecb9ddb38b7a70b24a68ff84,SOCVTCQ12AB01848FC,Neil Diamond,194.40281,0,0.958,-8.351,0.7381917374717959,164.359,Song Sung Blue,1972
"4a71c2592f0b74f449987f59ec77602a",SOSBDCE12A6D4FA0B6,John Sebastian,170.762,10,0.213,-23.086,0.4051157216913865,112.4,You're A Big Boy Now (Album Version),0
"98b8fd7b9e34d256553296337e14ca8a",SOPZDPO12A8C131E41,Furry Lewis,193.20118,6,0.002,-19.233,0.6461512337882942,102.248,I Will Turn Your Money Green (Take 1),0
c9cdddaa957e90b2c607f088668d3a0b,SOWXBLE12A6D4F8EE8,Lupe Fiasco,226.66404,5,0.546,-5.303,0.8786199597186275,188.018,The Cool (Amended Album Version),0
"5a3a805b82956589272b053fec49896b",SOVZUYU12AB0183FF1,Pee Wee King,162.21995,2,0.424,-13.098,-1.0,127.924,Tennessee Central Number Nine,0
"84a9af28ff3aac8b962576e878833e8d",SOMRLQO12A6D4FD322,Johnny Pacheco,334.52363,5,0.017,-10.401,0.338886720010706,107.329,Viralo Al Reves,0
ccf81427f6f05a33ec66659b51fb348a,SONYRZV12AB018AF70,The Suicide Machines,95.68608,2,0.421,-2.022,0.5287824809425877,115.887,Burning In The Aftermath,2003
"3a8946d5e7df51338648464082a4f90b",SOGNQWU12A8AE4868F,Eurythmics,207.0722,0,0.442,-6.629,0.3829350900750192,84.164,Tous Les Garçons Et Les Filles,1985
"03b5f12d044c0567f7111698b407b000",SOFGVWR12A8C141D19,John Davis & Emma Doyle,135.52281,0,0.568,-13.781,0.0,169.878,Rudolph The Red-Nosed Reindeer,0
"1f10c71ca86db785a7674a55b81720f8",SOIZXXS12AC468645B,Percy Faith And His Orchestra,152.13669,2,0.645,-17.611,0.0,179.264,Damisela Encantadora,0
"01d61c2cd3897a7849bfc834eff9a27b",SOQYKJX12A8AE4968F,Ill Nino,180.50567,8,0.13,-4.44,0.0,104.984,What You Deserve (Album Version),2006
c49daa8a1e40280f1a851f3d0375ed08,SOMFSJZ12A8C13358D,James Horner,269.7922,2,0.689,-36.835,-1.0,76.499,The President's Speech,1998
"972a74dda628befee96b11ae79d2dfc8",SOSHQVN12A6D4F9B21,Quadro Nuevo,221.28281,2,0.761,-10.566,0.2150803185092279,110.551,"Der Wind Hat Mir Ein Lied Erzählt (from \La Habanera\"")""",0
"2293311200554d01dc5b35a649516699",SOHWXJW12A8C144BE0,Delroy Wilson,191.50322,4,0.106,-10.791,-1.0,166.687,Baby You Got What It Takes - Original,0
eb9bf692bdc4a654230e583c3aee75b0,SOADEVO12A8AE4865B,Horace Andy,284.47302,6,0.614,-4.812,0.2707759989463275,174.282,Rastafari Prophecy,0
"5c5388d8a795d742a979f8019526a12c",SOLUGTX12A6D4FAC08,R.E.M.,195.52608,2,0.467,-8.775,-1.0,146.484,So. Central Rain (2006 Digital Remaster),0
d163ac4c448de94c446ebeec113f589c,SOGHJED12A8C137F42,Sonny Terry & Brownie McGhee,167.02649,2,0.701,-19.569,-1.0,117.625,My Bulldog Blues,0
"309027bf5d0957421dfc16c3cda0d7b3",SORWDCM12A6D4FC397,Kraftwerk,399.33342,8,0.0,-9.219,0.368413732666965,127.984,Computer Love (2009 Digital Remaster),0
"8b21da8717bc9c6ce0fd2a041b0d73e7",SOKKMRS12A67ADD134,From Autumn To Ashes,175.80363,2,0.439,-5.911,0.600471580614151,93.061,Sensory Deprivation Adventure,2007
"4afb7ff372c19aa9020a6e33630014d8",SOXNBSR12A8C13D3E5,Tony Danza Tap Dance Extravaganza_ The,198.66077,8,0.0,-8.202,0.487956976897315,139.872,Cliff Burton Surprise,0
a985222fec76292c4490bf4dbc2b80ba,SOAIQBP12AB01899F4,Melvins,165.38077,7,0.855,-14.682,0.3347065490692206,115.007,You've Never Been Right - (Live In Boston_ MA 2008),2009
"258950652d5af6b1cdfb1364669cc3ab",SOMBKBP12AC468D7E2,Butthole Surfers,165.38077,9,0.916,-6.367,0.4944895175021134,108.251,Wichita Cathedral [live],0
"02e58ede8d3500a2130c8586b57a7ad4",SOUOETK12A58A7B18D,Doug Sahm Tex Mex Trip,307.51302,4,0.882,-15.016,0.0,140.945,Catch Me In The Morning (Album Version),0
bb612fd1d4d5d46f90ebd95ab55d33ac,SOUESGM12A8C136D78,Sonny Terry & Brownie McGhee,182.69995,10,0.788,-18.526,0.0,108.188,Try Me One More Time,0
"1fa3548aa60301f42a136fd972454cbe",SOFKWBH12A6D4F584E,Alvin Youngblood Hart,159.39873,9,0.722,-18.909,0.3759843015004421,195.223,Ouachita Run (Album Version),1998
"341bf0a91ef46ede7c359bc04e45e2d1",SOJWQRM12AB01847CE,Bill Laswell,381.30893,2,0.032,-9.232,0.3867901771390143,172.955,Digitaria,1996
e32e15e1ca501725a5288d63b46d1267,SOBKSMX12A6D4F9750,Hi-Tack,345.96526,7,0.395,-7.908,0.3231121208952123,129.146,Say Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix),2006
"3ca167bc1235b28df4f12fccaed36e41",SOXHMJM12A58A7A33A,Phil Collins,262.00771,7,0.796,-6.548,0.6485574713757069,87.871,Dance Into The Light (LP Version),1996
"8fff38bc24391c0cb255f3fb13b7dfd2",SONSDBD12A8C13CC4B,Pennywise,185.5473,7,0.687,-5.163,0.2882379435645541,171.516,Dying to Know (Album Version),0
"9f590be36f8983700684b019afbac765",SOMCBPS12A8BED74BF,The Marx Brothers,25.57342,3,0.4,-13.174,-1.0,128.398,End Title/Animal Crackers,0
"4978d7f99cd5f3957084499c0d127e5a",SOCHFDP12A6D4FAED8,Inspiral Carpets,230.5824,2,0.877,-12.166,-1.0,131.875,Uniform (Scripka Mix),0
"057c195a4fcf3195ea40e348d8ead4f4",SORVFBF12A8AE488AE,Café Quijano,255.39873,2,0.056,-5.635,0.4845625299679296,152.001,En Algún Rincón,1999
"3285e52846e2f416e0c7a8486bba5486",SOGMCVY12A8C13584C,Jack Off Jill,137.9522,6,0.204,-11.877,0.5024496241245333,156.804,Yellow Brick Road,1994
db81c0ae82095915ade964b8fadcc8a1,SOIVZJD12AB0182EDD,The Shamen,280.31955,10,0.46,-9.198,0.0,109.96,Heal (The Separation) [PM Dawn Alt. Lead Mix],1996
"8a72c5292775fb339ccdc3e02509787f",SOZZVMW12AB0183B52,Alexisonfire,193.98485,1,0.541,-3.357,0.6842642173323653,185.063,Accept Crime (Album Version),0
"231a4509ce248ad8a3925f70d336d23a",SOECCRJ12AB017F089,Catherine Howe,257.14893,9,0.542,-14.166,0.0,121.452,Where Would You Start? (From Harry),0
f8a8eb75a5708402559a817e39274991,SOEXTIX12A8AE4946D,Jacques Higelin,253.09995,7,0.414,-8.253,-1.0,120.356,Coup De Lune (Remasterisé En 2007),0
b04b0eea01847a68e70c35b3df354b09,SOIDULJ12AB017BDBA,Herbst9_ Z'ev,501.55057,0,0.902,-13.785,0.0,162.781,Reinvigorated (Maschinenkult_ Pt. 1),0
"5418c65f0d70fcf4aa0723a8f2fde96f",SODCSUB12AC90716E6,Ebba Forsberg,367.80363,5,0.445,-12.98,0.26586104921065,47.754,Ta Min Vals (Take This Waltz),0
"880d4ea887f4bb729a13c3e26610278b",SOEELUU12AF72A6AF8,Salt The Wound,151.09179,1,0.056,-5.419,0.626520938818931,144.678,Mutations,2009
c4166e20bc3de03fbe2370c80167798c,SOODBPM12A6D4FAEA1,Crazy Horse,195.36934,9,0.828,-11.531,0.5428987432910862,146.473,Downtown (Album Version),0
"9020c98595d3e211d2698fdd6354ab73",SOIQVDP12A8C13510A,Blind Willie Johnson,187.16689,1,0.0,-17.389,-1.0,80.16,You'll Need Somebody On Your Bond,1991
"646398e3589be75de28d32ec31560332",SOYSKFE12A8C143AF3,Dub Pistols feat. TK & Ashley Slater,328.48934,0,0.355,-6.841,0.5194485814940588,111.997,Everyday Stranger,2009
"330c4892bb113c0e8ac115c7aa8bde58",SOZCWXS12AB018514C,Onesidezero,281.12934,6,0.332,-6.765,0.4454545254934259,151.746,Eight (Album Version),2001
"1f1799fe6a901200e1dc353276f92222",SONEIYL12AB0180FE4,Ann Nesby,230.79138,0,0.633,-9.884,-1.0,107.466,I'm Going All The Way (Album),0
"5197b20ef0219845d2b2a40f416bdfe9",SOBPMUL12AB0180FF4,Joe Turner / Pee Wee Crayton / Sonny Stitt,459.93751,0,0.506,-14.8,-1.0,105.142,Piney Brown (K.C.),0
"323c0b42f826e2d934f982e3dc8f6f50",SOBXSOO12CF5826708,Funeral For A Friend,228.64934,1,0.722,-3.131,-1.0,90.098,All Hands On Deck part 2: Open Water [Album Version],2007
fd0b8fa63bf3c1efe6e1dc11974922f8,SOCHUHK12A6D4F7883,"30 Seconds To Mars",277.28934,10,0.696,-5.64,0.7888620091356934,98.507,End Of The Beginning,2002
"62b90cf226f7ee09b2824cf49190ae7c",SOHHANU12A58A77C66,Mastodon,654.28853,7,0.539,-5.884,0.6266128026956008,118.433,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),2009
da09dd1e18f2f37f1ebd34939e74e4ed,SOIKIJC12AC3DFB3D2,Hem,133.27628,5,0.783,-15.736,0.3603705827121406,89.86,Have Yourself A Merry Little Christmas,2005
"422334bb7e5d58ce00ec9924081349b0",SOCPGVG12AB018AA84,Lionel Rogg,240.61342,0,0.314,-14.367,-1.0,64.401,Prelude And Fugue In C Major BWV 531 : Fugue,0
"8d6b938ccb004953de77392b95de6e62",SOESWTI12AB0184D39,Cali,222.17098,1,0.567,-4.184,0.0,187.716,Sta giu' (feat. Dj Rockdrive),0
"4f5834e8fa1bf1199523301140ec2a9b",SOFWMDO12A8C135956,liquid soul & freq,402.62485,1,0.68,-6.318,0.0,0.0,Liquid Frequencies (liquid Soul Mix),0
"78c9ea75cc6e5ad3dc0a00b4db5d6fca",SORLIQE12AF72A3375,Kris Kristofferson,259.68281,2,0.0,-18.184,-1.0,141.51,Road Warrior's Lament,0
bbc4b74d905549c6aabac3c127886286,SOMSHMQ12A58A7EC79,Willie Clayton,238.39302,7,0.55,-5.906,0.2561887538123512,85.973,Heart Of The City (Soul and R&B),0
cfc5499805a9b759317f9cdfdd25af19,SOBEQOL12A8C140489,Kris Kristofferson,232.64608,2,0.845,-19.991,-1.0,74.665,Darby's Castle,1970
"4a77234815221f964ed0279eaffb798f",SOJGOAY12A58A79479,Andy Griffith,173.7922,10,0.709,-15.661,0.0,105.129,I Love To Tell The Story  (Love To Tell The Story Album Version),0
