"datekey","date","dayofweek","dayofmonth","weekofyear","month","year","weekendflag"
1697281200,2023-10-14 11:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697284800,2023-10-14 12:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697288400,2023-10-14 13:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697292000,2023-10-14 14:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697295600,2023-10-14 15:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697299200,2023-10-14 16:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697302800,2023-10-14 17:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697306400,2023-10-14 18:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697310000,2023-10-14 19:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697313600,2023-10-14 20:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697317200,2023-10-14 21:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697320800,2023-10-14 22:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697324400,2023-10-14 23:00:00.000,6.0,14.0,41.0,10.0,2023.0,true
1697328000,2023-10-15 00:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697331600,2023-10-15 01:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697335200,2023-10-15 02:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697338800,2023-10-15 03:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697342400,2023-10-15 04:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697346000,2023-10-15 05:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697349600,2023-10-15 06:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697353200,2023-10-15 07:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697356800,2023-10-15 08:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697360400,2023-10-15 09:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697364000,2023-10-15 10:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697367600,2023-10-15 11:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697371200,2023-10-15 12:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697374800,2023-10-15 13:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697378400,2023-10-15 14:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697382000,2023-10-15 15:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697385600,2023-10-15 16:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697389200,2023-10-15 17:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697392800,2023-10-15 18:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697396400,2023-10-15 19:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697400000,2023-10-15 20:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697403600,2023-10-15 21:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697407200,2023-10-15 22:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697410800,2023-10-15 23:00:00.000,0.0,15.0,41.0,10.0,2023.0,true
1697414400,2023-10-16 00:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697418000,2023-10-16 01:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697421600,2023-10-16 02:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697425200,2023-10-16 03:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697428800,2023-10-16 04:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697432400,2023-10-16 05:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697436000,2023-10-16 06:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697439600,2023-10-16 07:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697443200,2023-10-16 08:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697446800,2023-10-16 09:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697450400,2023-10-16 10:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697454000,2023-10-16 11:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697457600,2023-10-16 12:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697461200,2023-10-16 13:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697464800,2023-10-16 14:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697468400,2023-10-16 15:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697472000,2023-10-16 16:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697475600,2023-10-16 17:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697479200,2023-10-16 18:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697482800,2023-10-16 19:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697486400,2023-10-16 20:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697490000,2023-10-16 21:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697493600,2023-10-16 22:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697497200,2023-10-16 23:00:00.000,1.0,16.0,42.0,10.0,2023.0,false
1697500800,2023-10-17 00:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697504400,2023-10-17 01:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697508000,2023-10-17 02:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697511600,2023-10-17 03:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697515200,2023-10-17 04:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697518800,2023-10-17 05:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697522400,2023-10-17 06:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697526000,2023-10-17 07:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697529600,2023-10-17 08:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697533200,2023-10-17 09:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697536800,2023-10-17 10:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697540400,2023-10-17 11:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697544000,2023-10-17 12:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697547600,2023-10-17 13:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697551200,2023-10-17 14:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697554800,2023-10-17 15:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697558400,2023-10-17 16:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697562000,2023-10-17 17:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697565600,2023-10-17 18:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697569200,2023-10-17 19:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697572800,2023-10-17 20:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697576400,2023-10-17 21:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697580000,2023-10-17 22:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697583600,2023-10-17 23:00:00.000,2.0,17.0,42.0,10.0,2023.0,false
1697587200,2023-10-18 00:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697590800,2023-10-18 01:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697594400,2023-10-18 02:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697598000,2023-10-18 03:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697601600,2023-10-18 04:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697605200,2023-10-18 05:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697608800,2023-10-18 06:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697612400,2023-10-18 07:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697616000,2023-10-18 08:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697619600,2023-10-18 09:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697623200,2023-10-18 10:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697626800,2023-10-18 11:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697630400,2023-10-18 12:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697634000,2023-10-18 13:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697637600,2023-10-18 14:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697641200,2023-10-18 15:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697644800,2023-10-18 16:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697648400,2023-10-18 17:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697652000,2023-10-18 18:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697655600,2023-10-18 19:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697659200,2023-10-18 20:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697662800,2023-10-18 21:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697666400,2023-10-18 22:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697670000,2023-10-18 23:00:00.000,3.0,18.0,42.0,10.0,2023.0,false
1697673600,2023-10-19 00:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697677200,2023-10-19 01:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697680800,2023-10-19 02:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697684400,2023-10-19 03:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697688000,2023-10-19 04:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697691600,2023-10-19 05:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697695200,2023-10-19 06:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697698800,2023-10-19 07:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697702400,2023-10-19 08:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697706000,2023-10-19 09:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697709600,2023-10-19 10:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697713200,2023-10-19 11:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697716800,2023-10-19 12:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697720400,2023-10-19 13:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697724000,2023-10-19 14:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697727600,2023-10-19 15:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697731200,2023-10-19 16:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697734800,2023-10-19 17:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697738400,2023-10-19 18:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697742000,2023-10-19 19:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697745600,2023-10-19 20:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697749200,2023-10-19 21:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697752800,2023-10-19 22:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697756400,2023-10-19 23:00:00.000,4.0,19.0,42.0,10.0,2023.0,false
1697760000,2023-10-20 00:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697763600,2023-10-20 01:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697767200,2023-10-20 02:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697770800,2023-10-20 03:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697774400,2023-10-20 04:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697778000,2023-10-20 05:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697781600,2023-10-20 06:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697785200,2023-10-20 07:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697788800,2023-10-20 08:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697792400,2023-10-20 09:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697796000,2023-10-20 10:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697799600,2023-10-20 11:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697803200,2023-10-20 12:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697806800,2023-10-20 13:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697810400,2023-10-20 14:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697814000,2023-10-20 15:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697817600,2023-10-20 16:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697821200,2023-10-20 17:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697824800,2023-10-20 18:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697828400,2023-10-20 19:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697832000,2023-10-20 20:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697835600,2023-10-20 21:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697839200,2023-10-20 22:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697842800,2023-10-20 23:00:00.000,5.0,20.0,42.0,10.0,2023.0,false
1697846400,2023-10-21 00:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697850000,2023-10-21 01:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697853600,2023-10-21 02:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697857200,2023-10-21 03:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697860800,2023-10-21 04:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697864400,2023-10-21 05:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697868000,2023-10-21 06:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697871600,2023-10-21 07:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697875200,2023-10-21 08:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697878800,2023-10-21 09:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697882400,2023-10-21 10:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697886000,2023-10-21 11:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697889600,2023-10-21 12:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697893200,2023-10-21 13:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697896800,2023-10-21 14:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697900400,2023-10-21 15:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697904000,2023-10-21 16:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697907600,2023-10-21 17:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697911200,2023-10-21 18:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697914800,2023-10-21 19:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697918400,2023-10-21 20:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697922000,2023-10-21 21:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697925600,2023-10-21 22:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697929200,2023-10-21 23:00:00.000,6.0,21.0,42.0,10.0,2023.0,true
1697932800,2023-10-22 00:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697936400,2023-10-22 01:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697940000,2023-10-22 02:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697943600,2023-10-22 03:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697947200,2023-10-22 04:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697950800,2023-10-22 05:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697954400,2023-10-22 06:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697958000,2023-10-22 07:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697961600,2023-10-22 08:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697965200,2023-10-22 09:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697968800,2023-10-22 10:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697972400,2023-10-22 11:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697976000,2023-10-22 12:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697979600,2023-10-22 13:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697983200,2023-10-22 14:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697986800,2023-10-22 15:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697990400,2023-10-22 16:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697994000,2023-10-22 17:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1697997600,2023-10-22 18:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1698001200,2023-10-22 19:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1698004800,2023-10-22 20:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1698008400,2023-10-22 21:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1698012000,2023-10-22 22:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1698015600,2023-10-22 23:00:00.000,0.0,22.0,42.0,10.0,2023.0,true
1698019200,2023-10-23 00:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698022800,2023-10-23 01:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698026400,2023-10-23 02:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698030000,2023-10-23 03:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698033600,2023-10-23 04:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698037200,2023-10-23 05:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698040800,2023-10-23 06:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698044400,2023-10-23 07:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698048000,2023-10-23 08:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698051600,2023-10-23 09:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698055200,2023-10-23 10:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698058800,2023-10-23 11:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698062400,2023-10-23 12:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698066000,2023-10-23 13:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698069600,2023-10-23 14:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698073200,2023-10-23 15:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698076800,2023-10-23 16:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698080400,2023-10-23 17:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698084000,2023-10-23 18:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698087600,2023-10-23 19:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698091200,2023-10-23 20:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698094800,2023-10-23 21:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698098400,2023-10-23 22:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698102000,2023-10-23 23:00:00.000,1.0,23.0,43.0,10.0,2023.0,false
1698105600,2023-10-24 00:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698109200,2023-10-24 01:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698112800,2023-10-24 02:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698116400,2023-10-24 03:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698120000,2023-10-24 04:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698123600,2023-10-24 05:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698127200,2023-10-24 06:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698130800,2023-10-24 07:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698134400,2023-10-24 08:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698138000,2023-10-24 09:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698141600,2023-10-24 10:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698145200,2023-10-24 11:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698148800,2023-10-24 12:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698152400,2023-10-24 13:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698156000,2023-10-24 14:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698159600,2023-10-24 15:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698163200,2023-10-24 16:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698166800,2023-10-24 17:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698170400,2023-10-24 18:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698174000,2023-10-24 19:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698177600,2023-10-24 20:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698181200,2023-10-24 21:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698184800,2023-10-24 22:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698188400,2023-10-24 23:00:00.000,2.0,24.0,43.0,10.0,2023.0,false
1698192000,2023-10-25 00:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698195600,2023-10-25 01:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698199200,2023-10-25 02:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698202800,2023-10-25 03:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698206400,2023-10-25 04:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698210000,2023-10-25 05:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698213600,2023-10-25 06:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698217200,2023-10-25 07:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698220800,2023-10-25 08:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698224400,2023-10-25 09:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698228000,2023-10-25 10:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698231600,2023-10-25 11:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698235200,2023-10-25 12:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698238800,2023-10-25 13:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698242400,2023-10-25 14:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698246000,2023-10-25 15:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698249600,2023-10-25 16:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698253200,2023-10-25 17:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698256800,2023-10-25 18:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698260400,2023-10-25 19:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698264000,2023-10-25 20:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698267600,2023-10-25 21:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698271200,2023-10-25 22:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698274800,2023-10-25 23:00:00.000,3.0,25.0,43.0,10.0,2023.0,false
1698278400,2023-10-26 00:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698282000,2023-10-26 01:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698285600,2023-10-26 02:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698289200,2023-10-26 03:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698292800,2023-10-26 04:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698296400,2023-10-26 05:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698300000,2023-10-26 06:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698303600,2023-10-26 07:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698307200,2023-10-26 08:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698310800,2023-10-26 09:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698314400,2023-10-26 10:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698318000,2023-10-26 11:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698321600,2023-10-26 12:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698325200,2023-10-26 13:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698328800,2023-10-26 14:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698332400,2023-10-26 15:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698336000,2023-10-26 16:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698339600,2023-10-26 17:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698343200,2023-10-26 18:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698346800,2023-10-26 19:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698350400,2023-10-26 20:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698354000,2023-10-26 21:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698357600,2023-10-26 22:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698361200,2023-10-26 23:00:00.000,4.0,26.0,43.0,10.0,2023.0,false
1698364800,2023-10-27 00:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698368400,2023-10-27 01:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698372000,2023-10-27 02:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698375600,2023-10-27 03:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698379200,2023-10-27 04:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698382800,2023-10-27 05:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698386400,2023-10-27 06:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698390000,2023-10-27 07:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698393600,2023-10-27 08:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698397200,2023-10-27 09:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698400800,2023-10-27 10:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698404400,2023-10-27 11:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698408000,2023-10-27 12:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698411600,2023-10-27 13:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698415200,2023-10-27 14:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698418800,2023-10-27 15:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698422400,2023-10-27 16:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698426000,2023-10-27 17:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698429600,2023-10-27 18:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698433200,2023-10-27 19:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698436800,2023-10-27 20:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698440400,2023-10-27 21:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
1698444000,2023-10-27 22:00:00.000,5.0,27.0,43.0,10.0,2023.0,false
