"locationkey","city","statecode","statename","latitude","longitude"
"96f5f4e627168d6a7cbdb53c4a9b85fb",Cleves,OH,Ohio,39.196791,-84.757565
"60862498476b7f5e38c38005384f6d67",Clewiston,FL,Florida,26.564549,-81.037938
"8ba9de030a3a23fb90f24a175fad334c",Cliffside Park,NJ,New Jersey,40.822081,-73.987834
"2487ef7d8898d3d04fdf7212ce6dbf4f",Clifton,CO,Colorado,39.110944,-108.433769
"7c154a906dc694391529432e17bbd7a5",Clifton,NJ,New Jersey,40.869405,-74.173062
a2b6a0bb9963aa44256b95efb035862a,Clifton,NJ,New Jersey,40.878256,-74.144073
d45dda93a59f4a1f4e3cbeb2be17c598,Clifton,TN,Tennessee,35.412209,-87.943013
bd6436e3e976f2340d51537e407f7662,Climax,MN,Minnesota,47.650242,-96.813366
c2bfaf745150a7f198228119b74c3aa6,Clinton,CT,Connecticut,41.29561,-72.529125
dcb5016f4b9efba196d92f3af692cc02,Clinton,IA,Iowa,41.891044,-90.253005
"11b2623ecf500b02aa17c9577eb928ce",Clinton,IN,Indiana,39.678584,-87.463596
e714a07abc07e8981e72e2de11695e6f,Clinton,LA,Louisiana,30.857424,-90.929032
"633a91bb1ebd1747be43e8703a274e96",Clinton,MD,Maryland,38.750234,-76.905165
f1b3edb5c2b1af83157fbd868e510510,Clinton,MI,Michigan,42.075967,-83.941703
f00089cf81c989ff8be1bd365b8aa00a,Clinton,MO,Missouri,38.367806,-93.743646
"537cc4b5434565e2a324ed98cb533015",Clinton,MT,Montana,46.614276,-113.735591
a282df45a5d9f3a8dc3b84f59f881d5a,Clinton,NC,North Carolina,35.003498,-78.337924
"6070a3ca96a2b10fcdbcb9bbe3b3ca14",Clinton,PA,Pennsylvania,40.504991,-80.353946
"9d60af4405fa0f4e89e0586ed1f99af1",Clinton,SC,South Carolina,34.47202,-81.841751
"95da4a3cf6fbebd3769a45f80405f7a2",Clinton,TN,Tennessee,36.097124,-84.175183
"457bdfa24c95b825641bbd848b693dd7",Clinton Township,MI,Michigan,42.5566,-82.907589
c603482536fb984629bc61fdbea61351,Clinton Township,MI,Michigan,42.597045,-82.913144
d81e5afd2764c94e7e858523cca6ef7a,Clinton Township,MI,Michigan,42.606163,-82.937588
c4619a345c55eacb8389d64ebe74321e,Clintonville,WI,Wisconsin,44.636486,-88.73923
"7e7bac362696d324ea7f8314805333a9",Cloquet,MN,Minnesota,46.751111,-92.533411
f2445a79916fcbe7d1ab55bf9b6c3d1f,Clover,SC,South Carolina,35.106284,-81.221471
d2ea2e36acd3f7e06061fdc0cc4d0fdc,Clovis,CA,California,36.825296,-119.68019
"28dce47eef5c3c4af6154411e26e5628",Clovis,CA,California,36.917573,-119.593481
a2d9dc22cf8451ef663009adc347fd04,Clovis,NM,New Mexico,34.499384,-103.275272
ab985335ec1e97ac626a6b29f7077c5c,Clyde,NC,North Carolina,35.662677,-82.958491
c8bbe70bf4abd2d5e06f02268633df1b,Coachella,CA,California,33.686145,-116.172918
b40146458227a0010fd752c26f5864ab,Coal City,IL,Illinois,41.293908,-88.283101
dbeaf6048396a3dcc4db88eb16d35f2f,Coal Hill,AR,Arkansas,35.41474,-93.670516
"77574cef8453eaaa6b447525b4739654",Coalinga,CA,California,36.216313,-120.424244
"24664a57d909dcfdc13679223eb149ca",Coal Valley,IL,Illinois,41.421158,-90.428608
"48b3f5df5a85fe6a09bb3969833ed46b",Coatesville,PA,Pennsylvania,39.962514,-75.832374
"590cf533a03dee59bd36a75782a0682d",Cochiti Lake,NM,New Mexico,35.648474,-106.34276
"7756e52bb2171a9d91610c905c8f7b9a",Cochran,GA,Georgia,32.415886,-83.349077
"076e93a47adb52f614285fd4810f04ef",Cockeysville,MD,Maryland,39.490779,-76.670695
edfb0f3e658239e9412f5d34891dda8b,Cocoa,FL,Florida,28.372999,-80.742906
"935d6335bab5782b4928ddfc89582f0a",Cocoa,FL,Florida,28.388705,-80.818135
ca51d311fd8d3fb925d13399c739f109,Cocoa,FL,Florida,28.457509,-80.812888
"782515def4a6a83265b89a7a91e9b5ce",Cody,WY,Wyoming,44.492387,-109.593597
"62040d67e5e132e1057145b16a3d20fe",Coeur D Alene,ID,Idaho,47.691736,-116.654109
c6c28726dcd586bea20c4aba9044492b,Cofield,NC,North Carolina,36.316755,-76.84221
a757dcde4cde1a27c1cc3aca3bfb3574,Cohasset,MN,Minnesota,47.220628,-93.686796
ad373d12b1d4b5523d1b19c9503e5264,Colby,KS,Kansas,39.395154,-101.061478
f5552c52ca2e6a8003d95d4744c2e57c,Colchester,IL,Illinois,40.416736,-90.809095
"901dbb4138093898681372cb7d906f76",Coldwater,MI,Michigan,41.909987,-85.013415
"108d402d6e9ebf19ff98e4f937386044",Colfax,CA,California,39.113684,-120.873765
cf1f084534b81d569fa114ec8ad5ee9e,Colfax,IL,Illinois,40.571735,-88.627336
a63fd8c59f95725797e50656beb66f32,Colfax,NC,North Carolina,36.089407,-80.012568
c0afbd13c5d5f5da346b9f30687fe91c,College Place,WA,Washington,46.042578,-118.386845
"84ce0f3061e2971c61f5d7e2aa0392fc",College Point,NY,New York,40.78485,-73.841279
"1230f7f9722e36559c3793ffb0cf3b6d",College Station,TX,Texas,30.561385,-96.272583
"0c6988bb353beea172cbc496236b592a",College Station,TX,Texas,30.609093,-96.325984
"65332485107e0b98108eb195c226adc5",Collegeville,PA,Pennsylvania,40.191299,-75.437052
"787ae5d541642797f28dead536dc864f",Colleyville,TX,Texas,32.891787,-97.149641
"1851e3040c5ffd06e0436305d3c0a651",Collingswood,NJ,New Jersey,39.914668,-75.060862
"534bb57b8dc9bbd4573f41760b99f7d0",Collins,GA,Georgia,32.179599,-82.107566
"29cb66d538de704aad9bb2e92c398b39",Collinsville,AL,Alabama,34.303946,-85.846221
a7363ffcef1a04c114ec81648c121aba,Collinwood,TN,Tennessee,35.183623,-87.792739
"60a14f4d058b3547c0fe3bbad93db1ec",Colmesneil,TX,Texas,30.946401,-94.357637
"9da465d096109fe9e4597561afb205c3",Colonia,NJ,New Jersey,40.589252,-74.31131
fef171682171fb1c2faf160c510d9ec2,Colonial Heights,VA,Virginia,37.290584,-77.404112
"053f0f47187717cefa359c7bbede444c",Colorado City,CO,Colorado,37.9437,-104.841876
"6a9b85fe8f9cd30f2c808164c7c9f805",Colorado Springs,CO,Colorado,38.752622,-104.878195
"7d4b844f6cf117d7a5251eb92a0114bd",Colorado Springs,CO,Colorado,38.806967,-104.708018
"8a6f0b638093aad3f7c3b4c040a5afdc",Colorado Springs,CO,Colorado,38.81891,-104.838348
fc96fab128f594cea10b4205765b98c7,Colorado Springs,CO,Colorado,38.849797,-104.717043
"22b3c5f20428bc53dd73689592941434",Colorado Springs,CO,Colorado,38.853475,-104.775218
"27f495ea72a0818a1e6dce9bad360888",Colorado Springs,CO,Colorado,38.886168,-104.745264
"26ce869c7ed1b69f1b330e9b069a1bd2",Colorado Springs,CO,Colorado,38.910393,-104.780362
"2f39078203de0376ede73b50e2ced343",Colorado Springs,CO,Colorado,38.926858,-104.714788
"7120f8648b6fe14cdfe7b0d290b4b27b",Colorado Springs,CO,Colorado,38.928208,-104.852626
"7278ebf5ac5b3d7ccc66bfef8a8767fa",Colorado Springs,CO,Colorado,38.957604,-104.770779
"092675e7c542679b60125dd869be2d0b",Colorado Springs,CO,Colorado,38.968013,-104.721285
d794da0ff8c40216043dda14d94f75a2,Colorado Springs,CO,Colorado,39.016197,-104.910486
"6aec89e0f46ba8053649ca1409ca50d4",Colton,CA,California,34.024368,-117.289351
"2cf8cda621ee33959fa9964b4db4e24d",Columbia,AL,Alabama,31.331819,-85.149182
f049a539678e54d9463b5fc154631cfa,Columbia,CT,Connecticut,41.694527,-72.305414
"4d10c3dc578944db83385d2f637e4167",Columbia,MD,Maryland,39.205869,-76.87911
"9b9de6ea55dc62e84e2a92af3a5f994b",Columbia,MD,Maryland,39.206042,-76.828234
"6a0158bb5e86f01955003295752a54b6",Columbia,MO,Missouri,38.884324,-92.398565
d3aff012473f1ca1e6a042f07dd31066,Columbia,MO,Missouri,38.900944,-92.238425
"184b04678f5afba8a6ff2fde1b9a0224",Columbia,MO,Missouri,39.02037,-92.296535
e69909469ebd130afa24b4e6b8963618,Columbia,PA,Pennsylvania,40.040169,-76.486282
d446c4ca71b33346e58c541dafe7dc40,Columbia,SC,South Carolina,33.926751,-80.950364
faf31eaf08b26bfa97fd7c7932507dfd,Columbia,SC,South Carolina,33.982484,-81.028098
"3d0e818c636c56b98fd0b8faae7e23b0",Columbia,SC,South Carolina,33.990057,-80.997251
"3036f0a61341c74d0744f85e8920bd34",Columbia,SC,South Carolina,34.046162,-81.10658
"38a7eef81fbe1b542208158673385163",Columbia,SC,South Carolina,34.092634,-80.919271
b1f63f0574320748d53ab5f2b4fa7f02,Columbia,SC,South Carolina,34.101723,-81.042085
d37eafc4d008d0192caf0fae3f7e33d6,Columbia,TN,Tennessee,35.629164,-87.021526
"0d19af6b41ccc1019017df3a119b9bed",Columbia Cross Roads,PA,Pennsylvania,41.854216,-76.783666
"4e50ae7b8802a8ad75a90dfeb5811b2b",Columbiana,OH,Ohio,40.886139,-80.688425
"51127bfa0bb163b5e2cee977a6b217cb",Columbus,GA,Georgia,32.414148,-84.954244
"35414e04fed034f869768d17ed1066f3",Columbus,GA,Georgia,32.467811,-84.950173
"9f6b940b2875420f440c16d21b33c42c",Columbus,GA,Georgia,32.482037,-84.901475
"192e6f9978bbe2a2095d04a06a9450b8",Columbus,GA,Georgia,32.548807,-84.924106
ca9539b42882f66a2bee10750039970a,Columbus,GA,Georgia,32.554272,-85.009258
"9e3f396f48b9473236e43c5062bbb8c0",Columbus,IN,Indiana,39.158873,-85.993199
"05f2079eabeb78fe6233594f8d55daeb",Columbus,KS,Kansas,37.156583,-94.895319
a9c8dc16d59029226852f67a9bba3725,Columbus,MS,Mississippi,33.439736,-88.344713
b6f64c56795f29284253e3258e9be672,Columbus,NE,Nebraska,41.4545,-97.398273
"918b542016afcc85944fad0971a182ce",Columbus,OH,Ohio,39.894679,-82.962832
"9a7496b9c58278567c08c05f634f3f08",Columbus,OH,Ohio,39.921124,-82.870182
e43b72f0c2c58463c2b11f70e3d6b906,Columbus,OH,Ohio,39.927633,-83.033424
"9c64d60485a6b07bddf5015ec34202a5",Columbus,OH,Ohio,39.953616,-82.930721
"26b428cbab065f9f0ff09d1558d5b37f",Columbus,OH,Ohio,39.957019,-82.962071
"25fa9c217c066d7034bf29d74c68e8c2",Columbus,OH,Ohio,39.961292,-83.081964
c72005c64c6760e03b580bd7eb49b1f6,Columbus,OH,Ohio,39.966378,-83.125661
de8d14c6f76ae1546aa3326bb0010285,Columbus,OH,Ohio,39.987145,-83.042824
"46fc1d41865b0d89f1ac17c2107029fd",Columbus,OH,Ohio,40.011814,-82.970532
"70e84c86d288087932f9970855a1ceaf",Columbus,OH,Ohio,40.019812,-83.0151
fe5d3963a039117bf5d011101e1f0674,Columbus,OH,Ohio,40.023112,-83.076127
cb84b13c6557e00bf908b9a9631e2ad4,Columbus,OH,Ohio,40.035763,-82.870875
"7b0c1d01783fcde9f038fd9cb48c516f",Columbus,OH,Ohio,40.04266,-82.964856
"33c36fe36651ff7f01492731a52c4ead",Columbus,OH,Ohio,40.051734,-83.016269
"6273f077362d759a5c49b1132bcc5580",Columbus,OH,Ohio,40.08587,-82.978198
d4f0017ec268cf9996bf5a62b6ddf632,Columbus,OH,Ohio,40.100924,-83.013402
"4bda9fe0a028991ac8ed69b876e98ca6",Columbus,OH,Ohio,40.118363,-83.027626
a8a478cfdca2edfe84bdfeafa159032b,Columbus,TX,Texas,29.693447,-96.557401
e369488feb698763bf6f1ae4a2b89807,Colville,WA,Washington,48.655198,-117.735834
"940fbb3cb572dd85d8af1d68ad54f1b6",Comfort,WV,West Virginia,38.11529,-81.558223
"2d833b2f0d6a31e327d77dc417718f25",Commerce,GA,Georgia,34.222298,-83.3937
d6bfee8b7994c3e82a3b799e53b73e99,Commerce,TX,Texas,33.271869,-95.917415
"5ec3f593835ef712aab7152dcce5e9e7",Commerce Township,MI,Michigan,42.592558,-83.507157
"118be5283e4f685f57853afc98451cce",Commercial Point,OH,Ohio,39.771637,-83.062012
eddd27f830e75bae852e2ae0e0cfd82e,Como,NC,North Carolina,36.499725,-77.018505
fc26dc70849f2f850d6a316df253c0f6,Compton,CA,California,33.88151,-118.234451
"3a085d260f4bb48cc861533d3471513b",Compton,CA,California,33.885624,-118.205918
d2161e882144cff5a261a3e64b3a791b,Compton,CA,California,33.912246,-118.236773
"07ef4531f14654ab7812594ec2229118",Comstock,NE,Nebraska,41.54954,-99.237374
"12af557bfd8d49e9d24c05a25877b5ca",Comstock,NY,New York,43.453564,-73.415995
"26c6f03369dd7dba321575f7d51701e7",Comstock Park,MI,Michigan,43.073223,-85.680339
"1190ddea76a2e86fa61e5831ac7a9909",Concord,CA,California,37.995283,-122.040624
"19fb6946b884aee172b9dd9f3d1e9f1f",Concord,MI,Michigan,42.170452,-84.65149
"1eb2a0d266b986bf8b68f0e3445ec8c6",Concord,NC,North Carolina,35.382677,-80.523467
c0888cd53c321e22cf80ff4fc791c360,Concord,NC,North Carolina,35.408065,-80.6822
"9ec201e4121633637d7b6543b0974a40",Concord,NH,New Hampshire,43.23227,-71.553012
b3fca52d1a72a71b2395970c54ada257,Conneaut,OH,Ohio,41.896637,-80.585178
e3e0c8443d61a71a6731121882edeb81,Connellsville,PA,Pennsylvania,40.029511,-79.54791
e1e8b7a2907506d2d86535d18ec030ff,Connellys Springs,NC,North Carolina,35.650391,-81.537561
ed86b3c5281a03dcbd4e3523b1e90d68,Connersville,IN,Indiana,39.624084,-85.157338
a9e6d0cfefe51913f5833a6013fc83fd,Conover,NC,North Carolina,35.737687,-81.207681
b34c7dce7e438002d7934252db49d243,Conrad,IA,Iowa,42.251109,-92.921016
d8667bda3f81b3bb484a90dd5a6caeda,Conroe,TX,Texas,30.221853,-95.338811
"1526a7e84d21aebc73910f10d3fd7181",Conroe,TX,Texas,30.307375,-95.438548
ed2349e80ea8a1da1cb7165eb9f9935e,Conroe,TX,Texas,30.324546,-95.505008
"6773d6b81a759ae8fff2fbe0f3aea1b0",Conroe,TX,Texas,30.377954,-95.37714
"83b360cec149373e7ad88fb59d6cdb25",Converse,TX,Texas,29.487774,-98.291474
"2918e3180308728d3a4f9e25e9e0e954",Conway,AR,Arkansas,35.049921,-92.486049
f1f7968219f03c44561898a01813f9c9,Conway,AR,Arkansas,35.065889,-92.362874
"47334cd36eb5fb4bf6d0191a5b071555",Conway,SC,South Carolina,33.853903,-78.964476
"5065a38608a9eb8fdf773dc4037bcd1b",Conyers,GA,Georgia,33.613639,-84.053557
"46a73cbf5079bf521bc5504b72e6523b",Cookeville,TN,Tennessee,36.187107,-85.433312
"6b130fa8ad1d6bccde29ade499bc9a60",Cookeville,TN,Tennessee,36.226045,-85.533285
"8562a335b4cd0dee8eddf238c40dec1f",Cool,CA,California,38.886062,-120.982388
"0f44d76959c41d67ea7bd05b3f48620b",Coppell,TX,Texas,32.963417,-96.984664
"747627d6f228670e441c5b0d35b0fe4d",Copperas Cove,TX,Texas,31.219045,-97.968224
ae1bc033531be711db43e89e91ef4569,Coralville,IA,Iowa,41.699578,-91.595951
"74f0b56ef59327a6d2fd4ec24ccec9f9",Coram,NY,New York,40.882073,-73.004014
"2c9b75aa8eab69f96aab4581fb79ba68",Coraopolis,PA,Pennsylvania,40.500472,-80.201802
"98cf139fa92d6199bd669a55e10c4c3a",Corbin,KY,Kentucky,36.921918,-84.157936
"2f0de4ae698562be05cf107db4b33caa",Cordele,GA,Georgia,31.935,-83.774945
"8103cb3741fa86584fc364e7805fd0d2",Cordova,SC,South Carolina,33.42242,-80.915021
"818e37b70d6c2b2ec36d71119bbac74f",Cordova,TN,Tennessee,35.181507,-89.760052
cf6050d5f46627ae6d13b7f1c5d32e33,Corning,CA,California,39.923446,-122.270806
e12b672b33dde62a2c36f8c96052ae68,Corning,NY,New York,42.128119,-77.031973
"18ecea1b0697c64c3beff3570274aa0a",Cornish,NH,New Hampshire,43.476455,-72.33415
b4d44936bd768ebf1f200c21cfd6e765,Cornville,AZ,Arizona,34.734673,-111.897955
"6831c1b868d7279721f13e8d4085e01e",Corona,CA,California,33.752748,-117.474266
"9be6742a13950445e58305809fd5390b",Corona,CA,California,33.827409,-117.524091
"3f3176c2ac79f607c296e318fdda7c7e",Corona,CA,California,33.840451,-117.601961
"6ae51d47b57aef4155380113ef21e2a4",Corona,CA,California,33.882879,-117.5269
e9ca58ae67e3b8fff1b1003c4e5384ce,Corona,CA,California,33.918043,-117.617809
"09519bc407f66bc13b8ecaddcb0cd949",Corona,NY,New York,40.749407,-73.85278
"4a704cd15e6cdecd58f5d53545d31702",Corona Del Mar,CA,California,33.601966,-117.864253
"9cb057ea50a45dbda58064eb52c38a04",Corpus Christi,TX,Texas,27.627121,-97.269242
a43e8eb9021769a6a6a74d1dc098b096,Corpus Christi,TX,Texas,27.65787,-97.479816
f8073637e30fb114dbc3760e1be05dec,Corpus Christi,TX,Texas,27.662514,-97.371365
"9112ef21f55f4299e129d23f64b37a02",Corpus Christi,TX,Texas,27.683277,-97.406289
"53f8a0b266c2c6f91bf13c116941362e",Corpus Christi,TX,Texas,27.703573,-97.345045
"85fef7b15d2904a395a1e56751a13763",Corpus Christi,TX,Texas,27.768021,-97.399135
f7667ac80e11b0919892906dd083c7ea,Corpus Christi,TX,Texas,27.77425,-97.438774
"7c62e2b8e0148ee7ab358f7cb870be01",Corsicana,TX,Texas,32.084915,-96.528172
e8ed92ede474406887759122ffe773a5,Cortland,IL,Illinois,41.924797,-88.690186
"9e92f3d3ae218ad104c2b1b46942f3db",Cortland,OH,Ohio,41.346332,-80.72779
"0c7399c3c49e660ebdfe9265234aa5d0",Corvallis,OR,Oregon,44.468006,-123.293755
c17c53845aadb45485a44b7c76c4551e,Corvallis,OR,Oregon,44.642489,-123.256266
"9836dd117d796ffdedb3103a630fa2bf",Corydon,IN,Indiana,38.195517,-86.162499
aba4309632185373d70ca44cd4f0106d,Cosby,TN,Tennessee,35.814833,-83.202696
"7e59b0d2957c67bcde8dce582bce7ac3",Coshocton,OH,Ohio,40.263768,-81.880904
"95af704015ea5417f3250c3f89e55063",Costa Mesa,CA,California,33.647763,-117.919761
d25d2cb336819a18b43991fb6fdb730f,Costa Mesa,CA,California,33.678399,-117.911715
b2fe12af8b647beb443fbebb5a61f884,Cotopaxi,CO,Colorado,38.364745,-105.612643
"316527e1b27cf7fb29ce6823fb8e7930",Cottage Grove,MN,Minnesota,44.817691,-92.934622
"2c4239c46091dd74c2b3dd2f2825f1e9",Cottage Grove,OR,Oregon,43.729601,-123.014625
be102a9b5564099ef03810cbdce4983d,Cottonwood,AZ,Arizona,34.700031,-112.023634
"991a078487bb141fbf3b6d319a004f0f",Council Bluffs,IA,Iowa,41.223238,-95.784458
e11d06ee8f309b3f78534782c5673b42,Council Bluffs,IA,Iowa,41.227277,-95.878439
"1abe000201eabbdabcf959d9c7ec6da0",Courtland,AL,Alabama,34.641403,-87.304983
ec68909766afcd06d1923313a11e7e63,Cove,OR,Oregon,45.354252,-117.756383
dc7b39db3ca4c0aa0581198abce93924,Covelo,CA,California,39.824434,-123.178799
"8bf681650645f0e27bc3174dfc503e96",Coventry,RI,Rhode Island,41.692046,-71.619116
d031d159963a440c628550fe67a098ee,Covert,MI,Michigan,42.285992,-86.268503
"3b456c7d33b7ec98406322033d898819",Covina,CA,California,34.097345,-117.906736
"813102951b9e3d59655c5de8c65e93d1",Covington,GA,Georgia,33.517433,-83.928703
ca774f3eaa7339d508e021c341d4983a,Covington,GA,Georgia,33.580062,-83.823102
d0d708b51b83222b29ab88be9ddc9307,Covington,LA,Louisiana,30.45886,-90.156595
cd5c8e9e9bb9f7e52ad5d739dec04440,Covington,TN,Tennessee,35.562373,-89.628878
"835552edc6fd206a403b92b7eec201d8",Covington,VA,Virginia,37.763523,-80.084876
"825d3b66ada0da7f7c5f35e1e9ed06d4",Coy,AL,Alabama,31.869694,-87.451616
f6343a03fc2ef409d896379ee53b68ac,Cozad,NE,Nebraska,40.894116,-99.952965
c22abd261f34d5b70d608102df352fc5,Cranberry Twp,PA,Pennsylvania,40.709967,-80.105642
a7071f47cda9b8dd359b38aa55581772,Cranston,RI,Rhode Island,41.766854,-71.517296
"0f1d3716bab23b578d5b26984a410e66",Cranston,RI,Rhode Island,41.767344,-71.465508
ddd4385ace35b78b2b76b553005f5f9e,Crawford,TN,Tennessee,36.24949,-85.161655
"69be99816b12272fd53891963b292f5f",Crawfordsville,IN,Indiana,40.038913,-86.896849
b9c36ab08be26687ce5c56d627a1c064,Crawfordville,FL,Florida,30.182261,-84.305327
"17050fe079eea11c55a86e518ac08994",Creole,LA,Louisiana,29.836947,-93.057765
"3e591853aba30214279a1643eb841979",Crescent,OK,Oklahoma,35.977961,-97.631503
b6b484ccacaee9ba4c5cb8a79e9e872f,Crescent City,CA,California,41.819578,-124.065667
"6d7f667be207c0c1f808c725b312087d",Crescent City,FL,Florida,29.422007,-81.577182
f0ebaa0537fa1d92faf884b1f7ef783a,Crestline,OH,Ohio,40.822444,-82.75506
c6aef9f7e33445b047a34ed3e5a9283d,Crete,IL,Illinois,41.427585,-87.586149
ff2400d667b005b037778d5bf700fbd5,Crete,NE,Nebraska,40.622183,-96.949812
"6fb8a250af110dc6d905a965384baf6a",Crittenden,KY,Kentucky,38.788499,-84.589506
"7632f77ab26ee542a56c8d02a1a85780",Crofton,MD,Maryland,39.009642,-76.684221
"715903b20d26a9a0d6d7d832e87f77cb",Cromwell,CT,Connecticut,41.616551,-72.661604
"483886add1224b51a1224d3e162ddf90",Crosby,TX,Texas,29.932872,-95.057187
"833caa62d72d3fdc3930bdc830083d23",Cross Plains,TX,Texas,32.13383,-99.213349
"97203f37d82124430ffce3222ee4d712",Cross Plains,WI,Wisconsin,43.1183,-89.638014
"384f6745c1fa0fde07b595a6f9d1a8d8",Croswell,MI,Michigan,43.261472,-82.653704
fa044fa61291b9a19a2c2fdd7053e115,Crowley,TX,Texas,32.581858,-97.420575
"75d78bf2bd48fc94403d407bc891309b",Crown Point,IN,Indiana,41.403917,-87.326033
ee5691dd8869b57e81e4dfe9bdc9a52d,Crownsville,MD,Maryland,39.028343,-76.604145
ee719452f7eb28e2634899519197e4e8,Crystal Lake,IL,Illinois,42.232414,-88.327449
a35b29bd77ca4edec33a79a17586cea6,Crystal Lake,IL,Illinois,42.272492,-88.314084
"5b1853d1d5d47ad9de49bd6dd1ab185c",Crystal Springs,MS,Mississippi,31.982082,-90.355929
"38423fc0d24970dc05edaed5e2e2be72",Cuba,AL,Alabama,32.426384,-88.346704
a9ac2163b4ef8ce3066e968b857b2dfa,Cuba,MO,Missouri,38.106493,-91.439811
"6e8758880d8d8df8ab43f6316c97ac26",Cuba,NY,New York,42.206974,-78.297252
"04b8925be490143ce4d268705d12e4cc",Culleoka,TN,Tennessee,35.460534,-86.992239
"022885a8157793550b705fc42955f2f3",Cullman,AL,Alabama,34.228856,-86.737261
f610c40bfbbc6e8bb2f5bddbea5fdb3c,Culloden,GA,Georgia,32.842251,-84.115961
af02300c20457d9a658e2ff7887008b2,Cullowhee,NC,North Carolina,35.314207,-83.026128
caab0260018330805846d620d449afe6,Culpeper,VA,Virginia,38.438777,-77.996261
"979a5f0fd7f6f9c04fde56d33dc923f7",Culver,IN,Indiana,41.21942,-86.426977
b97ee424346abf54c3c09c1920090347,Culver City,CA,California,33.998213,-118.394059
"8d212865f38ef81e5ae8599884fdf9ce",Cumberland,MD,Maryland,39.643695,-78.755141
"63c3b270ef3d6f70ddf58edeb0df8926",Cumberland,RI,Rhode Island,41.967599,-71.420477
d8b5b287a812ea7c442baadf7f1c1a11,Cumberland Furnace,TN,Tennessee,36.304293,-87.410243
a2a642f2091b24f747018793f3c5b911,Cumming,GA,Georgia,34.204626,-84.100357
c41d9fd47f67f183adaefa5f2c66304d,Cumming,GA,Georgia,34.210349,-84.187789
f1c3a1b0d2597da61b35cee6041a5c6e,Cumming,GA,Georgia,34.293049,-84.176166
"1945305e04d3bcc27615d0b0f9e66fe3",Cupertino,CA,California,37.30661,-122.080628
"194f5c3c5035dda5f52814029acd1bc3",Curtis,NE,Nebraska,40.620868,-100.50948
"27ed77c7c029ec876b5ae5d3cc67316e",Cushing,IA,Iowa,42.449661,-95.680771
"4bd6b049f09142a4435d315c28d3e7ba",Cushing,OK,Oklahoma,35.958944,-96.751382
"5b959df98951232f53f1e6c028231208",Cusseta,AL,Alabama,32.758314,-85.293959
cdda43746b7a5fb604670b8a8e8d3af6,Cuyahoga Falls,OH,Ohio,41.138985,-81.475047
"7b5db7f153d1fe6c9b0c70aa65cbfc38",Cypress,TX,Texas,29.93433,-95.74763
"36828ccc5bd80f113d055dfb0242161b",Cypress,TX,Texas,29.997775,-95.669444
"18cb297279217118fd6e08238fcb98dd",Cyril,OK,Oklahoma,34.905404,-98.206268
"3946a5a469b256fd63b03e28d8998b71",Dacula,GA,Georgia,33.97561,-83.883747
"000d1de382fbbff93c9cdfc209c71c84",Dagsboro,DE,Delaware,38.565774,-75.212753
ce422680ddc33d08000ad0d8d72f3655,Dale,IN,Indiana,38.178794,-87.025759
d5a5a7fec6486d56bbca138eecec4fc2,Dale,TX,Texas,29.940066,-97.568294
"293a40f4e6ffc1cf179f1b8d3a54657b",Dallas,GA,Georgia,33.884995,-84.874622
"0b4fd1d06144ac3f2e5ede0ab1be1c34",Dallas,GA,Georgia,33.988832,-84.858967
"5b43c1c5e3dc469359149477ddd94f20",Dallas,OR,Oregon,44.926822,-123.347474
"5206f68d45277c2a80942ffb3a26c70e",Dallas,TX,Texas,32.660862,-96.840948
c0b2c526316607e50cc59c4e27c9435b,Dallas,TX,Texas,32.665447,-96.759451
"8281f0f40006412e6117718535df2cea",Dallas,TX,Texas,32.665618,-96.873056
"973ef3e15bd14e503cdd3a26877a4585",Dallas,TX,Texas,32.676238,-96.936565
"83f76340860b2f809c478091d174aebe",Dallas,TX,Texas,32.710306,-96.678549
"5a909f1b7d76019cf5ebce9f6936a6bf",Dallas,TX,Texas,32.711324,-96.781215
"121abde48fcf01d416142c23a2e63731",Dallas,TX,Texas,32.711405,-96.838591
a928e47114ef49e954f3d711e28bc45f,Dallas,TX,Texas,32.736986,-96.907815
c207775612486ee7334c9bc605f2ece0,Dallas,TX,Texas,32.746823,-96.802681
"4eeac9802e7aaf705049b252e9604e24",Dallas,TX,Texas,32.753141,-96.839613
"32a7d15d7cc158135baa6906063e719b",Dallas,TX,Texas,32.781246,-96.878831
c19fe85956b9472f9d8000b26ebfdf59,Dallas,TX,Texas,32.792244,-96.744003
b98f68e6d34513d3a2cd45b9baf2aa12,Dallas,TX,Texas,32.802132,-96.788852
"67f9a4fb87bb0432f95a75b682a1ef46",Dallas,TX,Texas,32.824924,-96.679438
"5c4f68bff43e6b6977347f6c702dd90e",Dallas,TX,Texas,32.828651,-96.745951
"1331b5acfb18319267cbfff1d541f97c",Dallas,TX,Texas,32.831279,-96.771191
"6b6647ba684ebf382eb0643aa5c7492e",Dallas,TX,Texas,32.832614,-96.849082
"3d03072b24b8efe7a8a9f9ccda34be95",Dallas,TX,Texas,32.835893,-96.795514
ca37ac31025150c36a0387ddc2591082,Dallas,TX,Texas,32.864887,-96.790359
"78323340e48f575297d0dba4da48f958",Dallas,TX,Texas,32.868529,-96.876118
"1bb81f5fc1fccabcff367940b861ce3d",Dallas,TX,Texas,32.902679,-96.793393
"4a7c94332d847acd8831bacd1a7363b0",Dallas,TX,Texas,32.912633,-96.736637
ee25614ff77310cab8b0ca421eff38c4,Dallas,TX,Texas,32.923189,-96.891721
